lat,long,time
23.5356516667,87.29794,15:00:50
23.5356516667,87.29794,15:00:51
23.5356516667,87.29794,15:00:52
23.5356516667,87.29794,15:00:53
23.5356516667,87.29794,15:00:54
23.5356516667,87.29794,15:00:55
23.5356516667,87.29794,15:00:56
23.5356516667,87.29794,15:00:57
23.5356516667,87.29794,15:00:58
23.5356516667,87.29794,15:00:59
23.5356516667,87.29794,15:01:00
23.5356516667,87.29794,15:01:01
23.5356516667,87.29794,15:01:02
23.5356516667,87.29794,15:01:03
23.5356516667,87.29794,15:01:04
23.5356516667,87.29794,15:01:05
23.5356516667,87.29794,15:01:06
23.5356516667,87.29794,15:01:07
23.5356516667,87.29794,15:01:08
23.5356516667,87.29794,15:01:09
23.5356516667,87.29794,15:01:10
23.5356516667,87.29794,15:01:11
23.5356516667,87.29794,15:01:12
23.5356516667,87.29794,15:01:13
23.5356516667,87.29794,15:01:14
23.5356516667,87.29794,15:01:15
23.5356516667,87.29794,15:01:16
23.5356533333,87.29794,15:01:17
23.5356533333,87.29794,15:01:18
23.5356533333,87.29794,15:01:19
23.5356533333,87.29794,15:01:20
23.5356533333,87.29794,15:01:21
23.5356533333,87.29794,15:01:22
23.5356533333,87.29794,15:01:23
23.5356533333,87.29794,15:01:24
23.5356533333,87.29794,15:01:25
23.5356516667,87.2979416667,15:01:26
23.5356516667,87.2979533333,15:01:27
23.5356516667,87.297965,15:01:28
23.53565,87.29798,15:01:29
23.5356466667,87.2980016667,15:01:30
23.53564,87.2980266667,15:01:31
23.5356283333,87.298055,15:01:32
23.535615,87.2980833333,15:01:33
23.5355983333,87.2981183333,15:01:34
23.53558,87.2981566667,15:01:35
23.5355633333,87.298195,15:01:36
23.5355483333,87.298235,15:01:37
23.5355333333,87.2982783333,15:01:38
23.535525,87.2983183333,15:01:39
23.53552,87.298355,15:01:40
